62.434251964841465	6.524505615234376	1	4.12	6.0	60.0
62.33709945358338	6.38906478881836	1	4.12	6.0	60.0
62.33359258105556	6.287956237792969	1	4.12	6.0	60.0
62.34275740725178	6.412239074707032	1	4.12	6.0	60.0
62.34275740725178	6.412239074707032	1	4.12	6.0	60.0
62.46575281765764	6.401638984680177	1	4.12	6.0	60.0
62.46575281765764	6.401638984680177	1	4.12	6.0	60.0
62.46575281765764	6.401638984680177	1	4.12	6.0	60.0
62.466665390836	6.3960599899292	1	4.12	6.0	60.0
62.46902604861541	6.398506164550782	1	4.12	6.0	60.0
62.470870802542045	6.408119201660157	1	4.12	6.0	60.0
62.47188239341374	6.416916847229005	1	4.12	6.0	60.0
62.47188239341374	6.416916847229005	1	4.12	6.0	60.0
62.47188239341374	6.416916847229005	1	4.12	6.0	60.0
62.47188239341374	6.416916847229005	1	4.12	6.0	60.0
62.47188239341374	6.416916847229005	1	4.12	6.0	60.0
